player_code,last_season,full_name,team,shirt_number,position,height,birthdate,nationality
005718,2021,"TIMMA, JANIS",UNICS Kazan,7,Forward,2.01,1992-07-02,Latvia
007497,2019,"TIRPANCI, ERGI",Fenerbahce Beko Istanbul,3,Guard,2.0,2000-01-01,Turkey
005173,2013,"TISHCHENKO, OLEKSANDR",Budivelnik Kiev,17,Forward,2.07,1989-03-25,Ukraine
001007,2008,"TISHMAN, NIMROD",Maccabi Electra,0,Guard,1.97,1991-05-12,Israel
008275,2020,"TISMA, BORIS",Real Madrid,35,Forward,2.05,2002-02-20,Croatia
AMY,2001,"TISON, STEPHEN",Spirou Basket,9,Guard,1.75,1984-01-20,Belgium
008966,2020,"TOBEY, MIKE",Valencia Basket,10,Center,2.13,1994-10-10,Slovenia
JPE,2014,"TODIC, MIROSLAV",Dinamo Banco di Sardegna Sassari,22,Forward,2.03,1985-01-06,Bosnia and Herzegovina
004214,2013,"TODOROVIC, DEJAN",Unicaja Malaga,6,Forward,1.96,1994-05-29,Serbia
ALN,2000,"TODOROVIC, IVAN",Buducnost,8,Center,2.14,1984-01-17,Serbia
001612,2017,"TODOROVIC, MARKO",Khimki Moscow Region,19,Center,2.1,1992-04-19,Montenegro
004292,2018,"TOLIOPOULOS, VASSILIS",Olympiacos Piraeus,4,Guard,1.88,1996-06-15,Greece
CPQ,2006,"TOMAS, IVAN",Cibona,19,,1.9,1981-03-15,Croatia
001184,2008,"TOMAS, JOAN",DKV Joventut,12,Forward,1.98,1992-05-12,Spain
CPS,2014,"TOMAS, MARKO",Cedevita Zagreb,33,Guard,2.01,1985-01-03,Croatia
LJB,2008,"TOMAS, PERE",DKV Joventut,19,Forward,2.02,1989-09-05,Spain
AFC,2007,"TOMASEVIC, DEJAN",Panathinaikos,15,Center,2.08,1973-05-06,Serbia
JHK,2004,"TOMASSINI, GIOVANNI",,,,,1988-05-31,Italy
AYD,2003,"TOMCZYK, DOMINIK",Idea Slask,15,Forward,2.04,1974-04-15,Poland
002507,2019,"TOMIC, ANTE",FC Barcelona,44,Center,2.17,1987-02-17,Croatia
ASM,2001,"TOMIC, DAVOR",Kinder London Towers,8,Guard,1.88,1983-03-05,Croatia
AHD,2004,"TOMIC, MILAN",Olympiacos,11,Guard,1.9,1973-07-24,Serbia
ALS,2001,"TOMIDY, ALAN",Benetton Basket,11,Center,2.06,1976-01-14,Ireland
CCI,2010,"TONOLLI, ALESSANDRO",Lottomatica Roma,8,Forward,2.02,1974-06-25,Italy
002893,2014,"TOOLSON, RYAN",Unicaja Malaga,9,Guard,1.93,1985-03-21,United States of America
BGD,2011,"TOPALOGLU, CANER",Galatasaray Medical Park,8,Forward,2.0,1985-04-17,Turkey
AFD,2000,"TOPIC, MILENKO",Buducnost,15,Forward,,1969-03-06,Serbia
KVM,2009,"TOPOROV, SERGEY",Khimki,8,Forward,1.96,1981-01-03,Russian Federation
011238,2021,"TOPTUNOV, ANDREI",Zenit St Petersburg,4,Guard,1.82,2002-07-22,Russian Federation
BCH,2001,"TOROMAN, DENIS",Union Olimpija,,Guard,1.94,1982-01-27,Croatia
LLL,2006,"TORRES, OSCAR",CSKA Moscow,17,Forward,1.95,1976-12-18,Venezuela
002582,2018,"TOUPANE, AXEL",Olympiacos Piraeus,6,Forward,2.01,1992-07-23,France
BAP,2010,"TOURE, HERVE",Lottomatica Roma,32,Forward,2.04,1982-02-25,France
005018,2013,"TOURE, MOHAMED",EA7 Emporio Armani Milan,25,Guard,1.9,1992-04-27,Italy
AJJ,2000,"TOURE, OUMAROU",Tau Ceramica Vitoria-Gasteiz,12,Guard,1.8,1979-07-07,France
AVI,2003,"TRAINA, BRADLEY",Ulker,6,Forward,1.98,1977-08-04,Italy
BBE,2015,"TRAORE, ALI",Limoges CSP,24,Center,2.08,1985-02-28,France
010319,2021,"TRAORE, ARMEL",AS Monaco,35,Forward,2.03,2003-01-23,France
004840,2015,"TRAVIS, ROMEO",Strasbourg,19,Forward,2.01,1984-12-10,United States of America
KIZ,2005,"TRELA, IGOR",,,,2.05,1989-02-11,Poland
KDU,2006,"TREPAGNIER, JEFF",Eldo Napoli,20,Guard,1.95,1979-07-11,United States of America
JDP,2006,"TREPALOVAC, ALEN",Cibona,0,Center,2.15,1985-01-14,Croatia
JJF,2009,"TRIAS, JORDI",Regal FC Barcelona,8,Forward,2.06,1980-11-05,Spain
AOB,2000,"TRIFTANIDIS, THEODOROS",PAOK Thessaloniki,,Center,2.05,1986-01-01,Greece
BGP,2002,"TRIGUERO, JUAN JOSE",,,,2.12,1983-12-23,Spain
000905,2008,"TRIKIC, MILOS",Partizan,0,Forward,2.07,1990-03-14,Bosnia and Herzegovina
BFB,2012,"TRIPKOVIC, UROS",Fenerbahce Ulker Istanbul,11,Forward,1.97,1986-09-11,Serbia
JYF,2009,"TROHA, ROBERT",Cibona,9,Guard,1.94,1977-06-28,Croatia
000227,2013,"TROUTMAN, CHEVON",FC Bayern Munich,5,Forward,2.02,1981-11-25,United States of America
LHE,2006,"TRUSHKIN, ANDREI",Dynamo Moscow,13,Center,2.07,1981-08-17,Russian Federation
007851,2020,"TRUSHKIN, VLADISLAV",Zenit St Petersburg,16,Forward,2.01,1993-05-05,Russian Federation
TEN,2015,"TSAIRELIS, MICHALIS",Olympiacos Piraeus,9,Forward,2.06,1988-02-23,Greece
TFW,2007,"TSAKALIDIS, JAKE",Olympiacos,10,Center,2.18,1979-01-10,Greece
LGM,2007,"TSALDARIS, DIMITRIOS",Aris TT Bank,16,Forward,,1980-03-07,Greece
ACN,2012,"TSARTSARIS, KOSTAS",Panathinaikos Athens,12,Forward,2.09,1979-10-17,Greece
AQQ,2005,"TSIARAS, GEORGIOS",AEK Athens,12,Forward,2.07,1982-05-04,Greece
BXH,2003,"TSINTSADZE, GEORGE",CSKA Moscow,8,Guard,1.93,1986-02-07,Georgia
BBT,2001,"TSKITSHVILI, NICKOLOZ",Benetton Basket,20,Center,2.13,1983-04-14,Georgia
001165,2008,"TSONGA, ENZO",Le Mans,19,Forward,1.94,1990-06-19,France
002908,2011,"TUCKER, ANTHONY",Brose Baskets,24,Forward,1.98,1985-05-05,United States of America
000749,2010,"TUCKER, CLAY",Real Madrid,24,Guard,1.95,1980-06-14,United States of America
BZN,2003,"TUCKER, DARRELL",,,,2.0,1980-05-23,United States of America
007767,2016,"TUGSAL, UTKU",Galatasaray Odeabank Istanbul,13,Forward,1.98,2000-07-29,Turkey
007051,2016,"TUKMAKOV, AZAT",Unics Kazan,28,Guard,1.88,1996-02-23,Russian Federation
KST,2005,"TUNCA, DENIZ",,,,,1988-04-20,Turkey
002925,2021,"TUNCER, BUGRAHAN",Anadolu Efes Istanbul,19,Guard,1.93,1993-03-23,Turkey
ARR,2012,"TUNCERI, KEREM",Anadolu Efes Istanbul,10,Guard,1.9,1979-04-14,Turkey
006641,2016,"TUREN, METIN",Darussafaka Dogus Istanbul,7,Forward,2.07,1994-05-02,Turkey
AEH,2000,"TURGEMAN, PUPPY",Hapoel Jerusalem,6,Guard,1.94,1970-04-07,Israel
AYR,2011,"TURKCAN, MIRSAD",Fenerbahce Ulker,6,Forward,2.06,1976-06-07,Turkey
002728,2014,"TURKYILMAZ, IZZET",Fenerbahce Ulker Istanbul,12,Forward,2.12,1990-05-20,Turkey
AVJ,2008,"TUSEK, MARKO",Air Avellino,17,Forward,2.04,1975-07-17,Slovenia
004119,2020,"TYUS, ALEX",Real Madrid,7,Center,2.04,1988-01-08,Israel
010062,2021,"UBAL, AGUSTIN",FC Barcelona,43,Guard,1.98,2003-07-19,Uruguay
006503,2016,"UDOH, EKPE",Fenerbahce Istanbul,8,Center,2.08,1987-05-20,United States of America
001479,2013,"UDOM, MATTIA",Montepaschi Siena,22,Forward,2.0,1993-11-17,Italy
AGP,2017,"UDRIH, BENO",Zalgiris Kaunas,9,Guard,1.91,1982-07-05,Slovenia
BDF,2010,"UDRIH, SAMO",Union Olimpija Ljubljana,33,Guard,1.95,1979-08-02,Slovenia
CRB,2004,"UGARABE, JON",,,,,1983-12-15,Spain
JDH,2006,"UGRINOSKI, ALEKSANDAR",Cibona,0,Guard,1.95,1988-05-07,Croatia
003783,2016,"UGURLU, BERK",Fenerbahce Istanbul,23,Guard,1.92,1996-04-27,Turkey
008995,2021,"UKHOV, IVAN",CSKA Moscow,7,Guard,1.93,1995-09-11,Russian Federation
CJA,2014,"UKIC, ROKO",Cedevita Zagreb,32,Guard,1.96,1984-12-05,Croatia
002329,2021,"ULANOVAS, EDGARAS",Zalgiris Kaunas,92,Forward,1.99,1992-01-07,Lithuania
006900,2018,"ULECKAS, LUKAS",Zalgiris Kaunas,10,Guard,1.99,1999-08-06,Lithuania
008178,2020,"ULKER, EGE",Fenerbahce Beko Istanbul,34,Forward,1.97,2002-05-20,Turkey
005000,2016,"ULUBAY, OKBEN",Darussafaka Dogus Istanbul,13,Forward,2.01,1996-05-25,Turkey
BAC,2001,"UMBRASKO, JURIS",CSKA Moscow,,Forward,1.98,1979-07-25,Latvia
007491,2020,"UMRIKHIN, YURY",CSKA Moscow,32,Guard,1.88,1999-06-28,Russian Federation
005814,2014,"URAL, GOKTURK",Galatasaray Liv Hospital Istanbul,35,Guard,1.98,1995-05-31,Turkey
001997,2009,"URIARTE, JON IRKUS",Caja Laboral,6,Forward,2.01,1985-05-16,Spain
002938,2013,"URTASUN, TXEMI",Unicaja Malaga,10,Guard,1.93,1984-04-30,Spain
006985,2021,"USKOKOVIC, ALEKSA",Crvena Zvezda mts Belgrade,4,Guard,1.94,1999-08-30,Serbia
005367,2015,"UTA, CHISTIAN",Unicaja Malaga,3,Center,2.11,1997-12-24,Romania
007338,2021,"UZINSKII, DMITRII",UNICS Kazan,13,Forward,2.0,1993-07-13,Russian Federation
AXJ,2001,"VAISVILA, RYTIS",Ural Great,10,Guard,1.93,1971-05-23,Lithuania
000898,2010,"VALANCIUNAS, JONAS",Lietuvos Rytas Vilnius,17,Center,2.1,1992-05-06,Lithuania
000274,2008,"VALERIANI, ALESSIO",Lottomatica Roma,0,,,1991-08-02,Italy
005055,2013,"VALERIEN, MALO",FC Bayern Munich,22,Guard,1.95,1994-12-01,Germany
001954,2021,"VALIEV, EVGENY",UNICS Kazan,31,Forward,2.05,1990-05-03,Russian Federation
004664,2017,"VALINSKAS, PAULIUS",Zalgiris Kaunas,66,Guard,1.91,1995-12-09,Lithuania
ABX,2000,"VALIS, NORBERT",Lugano Snakes,10,Forward,2.01,1971-05-19,Switzerland
LOZ,2011,"VALTERS, KRISTAPS",Unicaja Malaga,9,Guard,1.88,1981-09-18,Latvia
ASD,2005,"VAN DE HARE, REMON",Union Olimpija,15,Center,2.22,1982-05-23,Netherlands
AVP,2001,"VAN DE VONDEL, THOMAS",Spirou Basket,8,Forward,1.96,1980-05-03,Belgium
ASG,2010,"VAN DEN SPIEGEL, TOMAS",Armani Jeans,,Milano,2.14,1978-07-10,Belgium
ALL,2000,"VAN ELSWYK, PETER",Haribo London Towers,10,Center,2.07,1974-05-10,United Kingdom
001971,2013,"VAN OOSTRUM, DEVON",Laboral Kutxa Vitoria,30,Guard,1.93,1993-01-24,United Kingdom
BAB,2001,"VAN PAASSEN, PETER",Telindus Oostende,5,Center,2.08,1978-12-01,Netherlands
LRQ,2020,"VAN ROSSOM, SAM",Valencia Basket,9,Guard,1.88,1986-06-03,Belgium
001183,2008,"VAN SCHAIK, MAX",DKV Joventut,0,,2.0,1991-06-28,Netherlands
AAZ,2000,"VANDIVER, SHAUN",Adecco Estudiantes,11,Center,2.08,1968-06-15,United States of America
CBZ,2006,"VANTERPOOL, DAVID",CSKA Moscow,9,Forward,1.94,1973-03-31,United States of America
CKZ,2014,"VANUZZO, MANUEL",Dinamo Banco di Sardegna Sassari,18,Forward,2.03,1975-04-05,Italy
BTS,2011,"VARDA, RATKO",Union Olimpija Ljubljana,21,Center,2.13,1979-05-06,Serbia
BBW,2003,"VAREJAO, ANDERSON",FC Barcelona,17,Forward,2.09,1982-09-28,Brazil
KNW,2005,"VAREM, JEFF",Pau-Orthez,16,Forward,1.98,1983-07-16,Nigeria
AZR,2002,"VARGA, MLADEN",,,,2.11,1983-01-17,Bosnia and Herzegovina
004845,2014,"VARGAS, AKEEM",ALBA Berlin,11,Guard,1.93,1990-04-29,Germany
003496,2015,"VARNADO, JARVIS",Dinamo Banco di Sardegna Sassari,32,Center,2.06,1988-03-01,United States of America
005521,2017,"VARNAS, MARTYNAS",Zalgiris Kaunas,7,Guard,1.96,1997-01-21,Lithuania
ALG,2014,"VASILEIADIS, KOSTAS",Unicaja Malaga,7,Forward,2.0,1984-03-15,Greece
LCR,2009,"VASILIAUSKAS, SARUNAS",Zalgiris Kaunas,4,Guard,1.88,1989-03-27,Lithuania
CRS,2003,"VASILJEVIC, PERO",Idea Slask,14,Forward,2.05,1978-02-21,Serbia
JRF,2011,"VASILOPOULOS, PANAGIOTIS",Olympiacos Piraeus,8,Forward,2.02,1984-02-08,Greece
JLE,2006,"VASILYEV, YURI",Dynamo Moscow,17,Center,2.07,1981-01-08,Russian Federation
008198,2020,"VASTURIA, STEVE",Zalgiris Kaunas,32,Guard,1.96,1995-02-10,United States of America
000553,2014,"VASYLIUS, VALDAS",Neptunas Klaipeda,42,Forward,2.03,1983-09-03,Lithuania
LHG,2009,"VATY, LUDOVIC",Entente Orleanaise,14,Center,2.05,1988-11-21,France
BUJ,2003,"VAY, FABRICIO",,,,2.04,1986-03-26,Italy
AXC,2015,"VAZQUEZ, FRAN",Unicaja Malaga,17,Center,2.09,1983-05-01,Spain
AWW,2006,"VAZQUEZ, PACO",DKV Joventut,9,Guard,,1974-03-07,Spain
BJB,2010,"VEBOBE, LUC-ARTHUR",Cholet Basket,7,Forward,2.03,1980-04-30,France
002431,2015,"VECVAGARS, KASPARS",Zalgiris Kaunas,20,Guard,1.93,1993-08-03,Latvia
ARQ,2003,"VEKILOGLU, ARDA",Ulker,21,Forward,2.06,1979-01-21,Turkey
JNN,2013,"VELICKOVIC, NOVICA",Brose Baskets Bamberg,21,Forward,2.05,1986-10-05,Serbia
005719,2014,"VELISHAEV, KEMAL",Unics Kazan,41,Guard,2.03,1993-07-21,Russian Federation
ARL,2001,"VENDRAMIN, ROBERTO",,,,,1753-01-01,
LXL,2018,"VENE, SIIM-SANDER",Herbalife Gran Canaria,9,Forward,2.02,1990-11-12,Estonia
007524,2019,"VENSKUS, ERIKAS",Zalgiris Kaunas,12,Center,2.05,2000-05-28,Lithuania
BJP,2003,"VENTA, MATEJ",KRKA Novo Mesto,4,Guard,1.88,1984-03-19,Slovenia
LLM,2016,"VEREMEENKO, VLADIMIR",Brose Bamberg,14,Center,2.11,1984-07-21,Russian Federation
AKR,2003,"VERGINELLA, MARKO",,,,2.03,1978-06-06,Slovenia
LRE,2010,"VERGINIS, DIMITRIOS",Panathinaikos Athens,0,,1.91,1987-05-15,Greece
000925,2021,"VESELY, JAN",Fenerbahce Beko Istanbul,24,Center,2.13,1990-04-24,Czech Republic
AKJ,2000,"VESKOVIC, MILIJAN",Saint Petersburg Lions,4,Guard,1.96,1979-01-22,Serbia
ARY,2004,"VEYSELOGLU, ERKAN",,,,2.0,1983-03-13,Turkey
003469,2021,"VEZENKOV, SASHA",Olympiacos Piraeus,14,Forward,2.06,1995-08-06,Greece
BGV,2020,"VIALTSEV, EGOR",Khimki Moscow Region,9,Forward,1.93,1985-10-10,Russian Federation
BFI,2002,"VICTORIANO, LUCAS",Real Madrid,8,Guard,1.9,1977-11-05,Spain
AJK,2013,"VIDAL, SERGI",Unicaja Malaga,9,Guard,2.0,1981-04-09,Spain
BGB,2002,"VIDALIS, CHRISTOS",Panathinaikos,17,Guard,1.86,1985-01-11,Greece
BIT,2004,"VIDAURRETA, RAFAEL",Adecco Estudiantes,12,Forward,2.04,1977-01-05,Spain
CIW,2010,"VIDENOV, FILIP",Asseco Prokom Gdynia,8,Forward,1.96,1980-06-12,Bulgaria
TFI,2013,"VIDMAR, GASPER",Fenerbahce Ulker Istanbul,13,Center,2.1,1987-09-14,Slovenia
001895,2013,"VIGGIANO, JEFF",Montepaschi Siena,4,Forward,1.96,1984-07-24,Italy
005837,2014,"VIKTOROV, IVAN",Nizhny Novgorod,7,Forward,1.97,1995-11-01,Russian Federation
010799,2020,"VILA BONANY, RAFAEL",Valencia Basket,50,Forward,1.98,2001-06-12,Spain
007947,2020,"VILDOZA, LUCA",TD Systems Baskonia Vitoria-Gasteiz,3,Guard,1.91,1995-08-11,Italy
005431,2014,"VILLA, FRANCESCO",EA7 Emporio Armani Milan,,Guard,1.82,1997-05-29,Italy
010035,2021,"VILLAR, RAFA",FC Barcelona,45,Guard,1.88,2004-08-09,Spain
004174,2012,"VINEY, DREW",Asseco Prokom Gdynia,4,Forward,2.03,1988-09-17,United States of America
AXS,2001,"VINSON, FRED",Idea Slask,4,Guard,1.93,1971-01-28,United States of America
ANP,2000,"VISKOVIC, ZORAN",Ovarense Aerosoles,15,Center,2.12,1975-07-14,Croatia
BHF,2010,"VITALI, LUCA",Lottomatica Roma,10,Guard,2.01,1986-05-09,Italy
BXO,2008,"VITKOVAC, CEDOMIR",Partizan,15,Forward,2.01,1982-10-28,Serbia
002361,2020,"VIVES, GUILLEM",Valencia Basket,16,Guard,1.92,1993-06-16,Spain
ATO,2001,"VLADOVIC, JAKOV",Zadar,5,Guard,1.84,1983-04-17,Croatia
007201,2021,"VOIGTMANN, JOHANNES",CSKA Moscow,17,Forward,2.11,1992-09-30,Germany
010628,2021,"VOLKHIN, IGOR",Zenit St Petersburg,8,Forward,1.99,1997-10-30,Russian Federation
001389,2020,"VORONOV, EVGENY",Khimki Moscow Region,18,Guard,1.94,1986-05-07,Russian Federation
LHI,2021,"VORONTSEVICH, ANDREY",UNICS Kazan,33,Forward,2.07,1987-07-17,Russian Federation
TFX,2020,"VOUGIOUKAS, IAN",Panathinaikos OPAP Athens,15,Center,2.11,1985-05-31,Greece
002841,2010,"VRAGOVIC, KARLO",Cibona Zagreb,24,Guard,1.92,1989-05-13,Croatia
BGJ,2009,"VRANES, SLAVKO",Partizan Belgrade,33,Center,2.29,1983-01-30,Serbia
DGK,2004,"VRANKOVIC, JOSIP",Cibona VIP,25,Guard,1.98,1968-10-26,Croatia
AOA,2001,"VRANKOVIC, STOJAN",Cibona VIP,11,Center,2.18,1964-01-22,Croatia
LGK,2010,"VRBANC, GORAN",Cibona Zagreb,32,Guard,1.94,1984-10-08,Croatia
002869,2010,"VRKIC, ZORAN",Union Olimpija Ljubljana,40,Guard,2.01,1987-08-16,Croatia
LOK,2007,"VROMAN, JACKSON",Lietuvos Rytas,6,Forward,2.08,1981-06-06,United States of America
AGE,2001,"VRSALJKO, MARIN",Zadar,9,Forward,2.01,1983-06-21,Croatia
011215,2021,"VUCETIC, ALEKSA",FC Bayern Munich,44,Guard,1.94,2004-06-11,Serbia
004711,2014,"VUCIC, IVAN",Cedevita Zagreb,44,Forward,1.96,1996-10-26,Croatia
BRB,2014,"VUJACIC, SASHA",Laboral Kutxa Vitoria,18,Guard,2.0,1984-03-08,Slovenia
AUP,2008,"VUJANIC, MILOS",Efes Pilsen,13,Guard,1.9,1980-11-13,Serbia
APB,2010,"VUJCIC, NIKOLA",Efes Pilsen Istanbul,18,Center,2.11,1978-06-14,Croatia
AZZ,2001,"VUJIC, IVAN",Spirou Basket,12,Center,2.07,1977-02-25,Croatia
010782,2020,"VUJICIC, MILUTIN",Crvena Zvezda mts Belgrade,6,Guard,1.9,2002-03-08,Serbia
AFE,2001,"VUKCEVIC, DRAGAN",Buducnost,10,Forward,2.01,1971-04-12,Serbia
AUT,2007,"VUKCEVIC, DUSAN",AJ Milano,14,Forward,1.98,1975-11-14,Greece
009212,2021,"VUKCEVIC, TRISTAN",Real Madrid,11,Center,2.09,2003-03-11,Sweden
TFD,2009,"VUKUSIC, VEDRAN",Cibona,11,Forward,2.03,1982-12-18,Croatia
LDX,2017,"WACZYNSKI, ADAM",Unicaja Malaga,21,Forward,1.99,1989-10-15,Poland
000096,2007,"WADIOU, ADAMA",Chorale Roanne,0,,,1987-01-11,France
001924,2009,"WAFER, VON",Olympiacos Piraeus,24,Guard,1.96,1985-07-21,United States of America
TGA,2007,"WAGNER, DAJUAN",Prokom Trefl Sopot,9,Guard,1.85,1983-02-04,United States of America
005758,2014,"WAGNER, MORITZ",ALBA Berlin,21,Forward,2.04,1997-04-26,Germany
009866,2021,"WALDEN, COREY",FC Bayern Munich,2,Guard,1.88,1992-08-05,United States of America
005288,2013,"WALKER, ERVING",Stelmet Zielona Gora,11,Guard,1.72,1990-01-17,United States of America
006667,2015,"WALKER, HENRY",Cedevita Zagreb,12,Guard,1.98,1987-10-09,United States of America
008855,2021,"WALKUP, THOMAS",Olympiacos Piraeus,0,Guard,1.93,1992-12-30,United States of America
001326,2013,"WALLACE, C.J.",EA7 Emporio Armani Milan,30,Forward,2.06,1982-12-31,United States of America
001237,2008,"WALLACE, JONATHAN",Union Olimpija,5,Guard,1.85,1986-05-16,United States of America
001446,2012,"WALSH, MATT",Brose Baskets Bamberg,55,Guard,1.99,1982-12-02,United States of America
009022,2020,"WALTON JR, DERRICK",LDLC ASVEL Villeurbanne,14,Guard,1.85,1995-04-03,United States of America
005838,2017,"WANAMAKER, BRAD",Fenerbahce Dogus Istanbul,11,Guard,1.93,1989-07-25,United States of America
BSX,2002,"WARD, JERROD",Cibona VIP,20,Forward,2.05,1976-05-05,United States of America
LCC,2008,"WARREN, CHRIS",Air Avellino,4,Forward,1.96,1981-01-19,United States of America
AES,2000,"WARREN, KENDRICK",Haribo London Towers,14,Forward,2.03,1971-05-27,United States of America
007020,2015,"WARRICK, HAKIM",Olympiacos Piraeus,21,Center,2.06,1982-07-08,United States of America
LSZ,2010,"WASHINGTON, DARIUS",Lottomatica Roma,9,Guard,1.88,1985-12-06,United States of America
004223,2016,"WATERS, DOMINIC",Olympiacos Piraeus,9,Guard,1.85,1986-09-28,United States of America
KNZ,2010,"WATSON, TRAVIS",Zalgiris Kaunas,35,Forward,2.03,1981-03-20,United States of America
009449,2018,"WEBER, BRIANTE",Olympiacos Piraeus,2,Guard,1.88,1992-12-29,United States of America
009512,2020,"WEBER, LENNART",FC Bayern Munich,71,Forward,2.01,2002-05-31,Germany
JSH,2005,"WEBER, MAX",,,,2.01,1985-04-23,Germany
008961,2021,"WEBSTER, TAI",Zalgiris Kaunas,0,Guard,1.93,1995-05-29,New Zealand
006592,2015,"WEEMS, KYLE",Strasbourg,34,Forward,1.98,1989-08-23,United States of America
003443,2017,"WEEMS, SONNY",Anadolu Efes Istanbul,13,Forward,1.98,1986-07-08,United States of America
006245,2018,"WEIDEMANN, NELSON",FC Bayern Munich,2,Guard,1.9,1999-03-25,Germany
010391,2021,"WEILER-BABB, NICK",FC Bayern Munich,0,Guard,1.96,1995-12-12,United States of America
AIM,2003,"WEIS, FREDERIC",Unicaja,51,Center,2.18,1977-06-22,France
AGQ,2011,"WELSCH, JIRI",Belgacom Spirou Charleroi,5,Guard,2.02,1980-01-27,Czech Republic
009553,2021,"WEMBANYAMA, VICTOR",LDLC ASVEL Villeurbanne,1,Forward,2.2,2004-01-04,France
BHU,2005,"WESSON, K'ZELL",Strasbourg,4,Forward,2.02,1977-06-24,United States of America
002543,2021,"WESTERMANN, LEO",AS Monaco,9,Guard,1.98,1992-07-24,France
LJS,2006,"WHEELER, TYSON",Le Mans,20,Guard,1.78,1975-10-08,United States of America
006505,2021,"WHITE, AARON",Crvena Zvezda mts Belgrade,30,Forward,2.06,1992-09-10,United States of America
005935,2014,"WHITE, DJ",Laboral Kutxa Vitoria,3,Forward,2.06,1986-08-31,United States of America
THC,2015,"WHITE, JAMES",Cedevita Zagreb,4,Forward,2.01,1982-10-21,United States of America
ACZ,2001,"WHITE, JOHN",Kinder London Towers,7,Forward,2.01,1966-01-01,United States of America
006336,2021,"WHITE, OKARO",Panathinaikos OPAP Athens,15,Forward,2.03,1992-08-13,United States of America
001194,2008,"WHITE, RODNEY",Maccabi Electra,0,Forward,2.06,1980-06-28,United States of America
AET,2000,"WIDEMAN, TOM",Haribo London Towers,15,Center,2.08,1976-10-05,United States of America
AXY,2003,"WIEKIERA, PAWEL",Idea Slask,,Forward,2.05,1978-01-14,Poland
006661,2021,"WILBEKIN, SCOTTIE",Maccabi Playtika Tel Aviv,1,Guard,1.88,1993-04-05,United States of America
009472,2019,"WILEY, JACOB",Panathinaikos OPAP Athens,35,Forward,2.02,1994-09-04,United States of America
000072,2007,"WILKINS, JOHN-WALTER",Le Mans,12,Forward,2.01,1987-07-13,France
KWY,2011,"WILKINSON, MIKE",Unics Kazan,54,Forward,2.04,1981-10-01,United States of America
002837,2010,"WILKS, MIKE",Asseco Prokom Gdynia,10,Guard,1.79,1979-05-07,United States of America
LDY,2007,"WILKUSZ, DANIEL",Prokom Trefl Sopot,0,Guard,2.03,1988-08-14,Poland
CNQ,2004,"WILLIAMS, CHRIS",Opel Skyliners,12,Forward,2.01,1980-07-09,United States of America
009006,2021,"WILLIAMS, DERRICK",Maccabi Playtika Tel Aviv,6,Forward,2.03,1991-05-25,United States of America
009465,2018,"WILLIAMS, DEVIN",Buducnost VOLI Podgorica,41,Center,2.06,1994-05-31,United States of America
007013,2015,"WILLIAMS, ELLIOT",Panathinaikos Athens,22,Guard,1.96,1989-06-20,United States of America
001177,2008,"WILLIAMS, ERIC",Air Avellino,20,Center,2.06,1984-03-26,United States of America
AJT,2000,"WILLIAMS, HENRY",Muller Verona,14,Guard,1.9,1970-06-01,United States of America
001193,2008,"WILLIAMS, JASON",Maccabi Electra,12,Forward,1.98,1983-11-17,United States of America
AOI,2000,"WILLIAMS, KENNY",Hapoel Jerusalem,15,Forward,2.06,1969-06-09,United States of America
000199,2007,"WILLIAMS, LANCE",Chorale Roanne,0,,2.06,1980-06-19,United States of America
004259,2017,"WILLIAMS, LATAVIOUS",Valencia Basket,22,Center,2.03,1989-03-29,United States of America
004212,2015,"WILLIAMS, MARCUS",Crvena Zvezda Telekom Belgrade,3,Guard,1.91,1985-12-03,United States of America
003394,2011,"WILLIAMS, REGGIE",Caja Laboral,55,Guard,1.96,1986-09-14,United States of America
KMG,2009,"WILLIAMS, SHAMMOND",Unicaja,20,Guard,1.86,1975-04-05,Georgia
004198,2012,"WILLIAMS, SHELDEN",Elan Chalon-Sur-Saone,23,Center,2.06,1983-10-21,United States of America
007982,2021,"WILLIAMS-GOSS, NIGEL",Real Madrid,0,Guard,1.91,1994-09-16,United States of America
BLD,2004,"WILLOUGHBY, MARVIN",,,,2.02,1978-01-31,Germany
AWB,2001,"WILMS, YANNICK",,,,,1753-01-01,
000228,2008,"WILSON, LAMAYNE",SLUC Nancy,6,Forward,2.03,1980-06-11,United States of America
TGW,2007,"WILSON, RAPHAEL",Chorale Roanne,8,Forward,1.96,1989-01-10,France
008052,2017,"WILTJER, KYLE",Olympiacos Piraeus,33,Forward,2.08,1992-10-20,Canada
TFY,2009,"WINSTON, KENNEDY",Lottomatica Roma,15,Forward,1.98,1984-07-29,United States of America
AUD,2001,"WINTERMANTEL, ROBERT",Opel Skyliners,9,Forward,2.0,1970-12-10,Germany
JQE,2010,"WISNIEWSKI, ANDREW",Efes Pilsen Istanbul,4,Guard,1.91,1981-09-01,United States of America
005851,2014,"WISNIEWSKI, LUKASZ",PGE Turow Zgorzelec,12,Guard,1.89,1984-12-07,Poland
KPQ,2012,"WITKA, ROBERT",Asseco Prokom Gdynia,8,Forward,2.06,1981-07-27,Poland
001911,2009,"WITTE, ALEXANDER",EWE Baskets,0,,2.07,1990-04-03,Germany
001990,2014,"WOHLFARTH-BOTTERMANN, JONAS",ALBA Berlin,18,Center,2.07,1990-02-20,Germany
